race_id,constructor_id,constructor_position_before_race,constructor_points_before_race,constructor_wins_before_race,constructor_performance_score
2023_09,alpine,5,44.0,0,44.0
2023_09,williams,9,7.0,0,7.0
2023_09,alfa,7,9.0,0,9.0
2023_09,alphatauri,10,2.0,0,2.0
2023_09,haas,8,8.0,0,8.0
2023_10,red_bull,1,348.0,9,438.0
2023_10,mclaren,6,29.0,0,29.0
2023_10,mercedes,2,170.0,0,170.0
2023_10,aston_martin,3,162.0,0,162.0
2023_10,williams,9,7.0,0,7.0
2023_10,ferrari,4,137.0,0,137.0
2023_10,alfa,7,9.0,0,9.0
2023_10,haas,8,8.0,0,8.0
2023_10,alphatauri,10,2.0,0,2.0
2023_10,alpine,5,45.0,0,45.0
2023_11,red_bull,1,382.0,10,482.0
2023_11,mclaren,5,59.0,0,59.0
2023_11,mercedes,2,195.0,0,195.0
2023_11,ferrari,4,140.0,0,140.0
2023_11,aston_martin,3,168.0,0,168.0
2023_11,williams,7,11.0,0,11.0
2023_11,alfa,8,9.0,0,9.0
2023_11,alphatauri,10,2.0,0,2.0
2023_11,haas,9,8.0,0,8.0
2023_11,alpine,6,45.0,0,45.0
2023_12,red_bull,1,423.0,11,533.0
2023_12,ferrari,4,150.0,0,150.0
2023_12,mercedes,2,215.0,0,215.0
2023_12,aston_martin,3,171.0,0,171.0
2023_12,mclaren,5,87.0,0,87.0
2023_12,alpine,6,45.0,0,45.0
2023_12,alphatauri,10,2.0,0,2.0
2023_12,alfa,8,9.0,0,9.0
2023_12,williams,7,11.0,0,11.0
2023_12,haas,9,8.0,0,8.0
2023_13,red_bull,1,466.0,12,586.0
2023_13,aston_martin,3,183.0,0,183.0
2023_13,alpine,6,49.0,0,49.0
2023_13,ferrari,4,165.0,0,165.0
2023_13,mercedes,2,236.0,0,236.0
2023_13,mclaren,5,93.0,0,93.0
2023_13,williams,7,11.0,0,11.0
2023_13,haas,9,8.0,0,8.0
2023_13,alphatauri,10,3.0,0,3.0
2023_13,alfa,8,9.0,0,9.0
2023_14,red_bull,1,503.0,13,633.0
2023_14,ferrari,4,175.0,0,175.0
2023_14,mercedes,2,244.0,0,244.0
2023_14,williams,7,15.0,0,15.0
2023_14,mclaren,5,101.0,0,101.0
2023_14,aston_martin,3,202.0,0,202.0
2023_14,alfa,8,9.0,0,9.0
2023_14,alphatauri,10,3.0,0,3.0
2023_14,alpine,6,65.0,0,65.0
2023_14,haas,9,8.0,0,8.0
2023_15,ferrari,4,202.0,0,202.0
2023_15,mclaren,5,105.0,0,105.0
2023_15,mercedes,2,262.0,0,262.0
2023_15,red_bull,1,546.0,14,686.0
2023_15,alpine,6,65.0,0,65.0
2023_15,alphatauri,10,3.0,0,3.0
2023_15,haas,9,8.0,0,8.0
2023_15,williams,7,21.0,0,21.0
2023_15,alfa,8,10.0,0,10.0
2023_15,aston_martin,3,204.0,0,204.0
2023_16,red_bull,1,560.0,14,700.0
2023_16,mclaren,5,129.0,0,129.0
2023_16,ferrari,3,239.0,1,249.0
2023_16,mercedes,2,278.0,0,278.0
2023_16,aston_martin,4,204.0,0,204.0
2023_16,alpine,6,73.0,0,73.0
2023_16,alphatauri,10,5.0,0,5.0
2023_16,alfa,8,10.0,0,10.0
2023_16,haas,9,9.0,0,9.0
2023_16,williams,7,21.0,0,21.0
2023_17,red_bull,1,586.0,15,736.0
2023_17,mclaren,5,162.0,0,162.0
2023_17,mercedes,2,294.0,0,294.0
2023_17,ferrari,3,259.0,1,269.0
2023_17,aston_martin,4,208.0,0,208.0
2023_17,alpine,6,76.0,0,76.0
2023_17,alfa,8,10.0,0,10.0
2023_17,williams,7,21.0,0,21.0
2023_17,haas,9,9.0,0,9.0
2023_17,alphatauri,10,5.0,0,5.0
2023_18,red_bull,1,613.0,16,773.0
2023_18,mclaren,5,195.0,0,195.0
2023_18,ferrari,3,269.0,1,279.0
2023_18,mercedes,2,306.0,0,306.0
2023_18,alpine,6,82.0,0,82.0
2023_18,aston_martin,4,216.0,0,216.0
2023_18,alphatauri,10,5.0,0,5.0
2023_18,williams,7,21.0,0,21.0
2023_18,haas,9,9.0,0,9.0
2023_18,alfa,8,16.0,0,16.0
2023_19,red_bull,1,650.0,17,820.0
2023_19,mercedes,2,316.0,0,316.0
2023_19,ferrari,3,284.0,1,294.0
2023_19,mclaren,5,213.0,0,213.0
2023_19,alphatauri,9,10.0,0,10.0
2023_19,williams,7,24.0,0,24.0
2023_19,alpine,6,90.0,0,90.0
2023_19,haas,10,9.0,0,9.0
2023_19,alfa,8,16.0,0,16.0
2023_19,aston_martin,4,222.0,0,222.0
2023_20,red_bull,1,675.0,18,855.0
2023_20,mclaren,4,227.0,0,227.0
2023_20,aston_martin,5,222.0,0,222.0
2023_20,ferrari,3,311.0,1,321.0
2023_20,alpine,6,91.0,0,91.0
2023_20,mercedes,2,343.0,0,343.0
2023_20,alphatauri,9,16.0,0,16.0
2023_20,williams,7,26.0,0,26.0
2023_20,haas,10,9.0,0,9.0
2023_20,alfa,8,16.0,0,16.0
2023_21,red_bull,1,712.0,19,902.0
2023_21,ferrari,3,319.0,1,329.0
2023_21,alpine,6,98.0,0,98.0
2023_21,aston_martin,4,247.0,0,247.0
2023_21,mercedes,2,347.0,0,347.0
2023_21,mclaren,5,246.0,0,246.0
2023_21,williams,7,26.0,0,26.0
2023_21,haas,10,9.0,0,9.0
2023_21,alphatauri,8,18.0,0,18.0
2023_21,alfa,9,16.0,0,16.0
2023_22,red_bull,1,752.0,20,952.0
2023_22,ferrari,3,345.0,1,355.0
2023_22,mercedes,2,357.0,0,357.0
2023_22,mclaren,5,248.0,0,248.0
2023_22,aston_martin,4,259.0,0,259.0
2023_22,alphatauri,8,18.0,0,18.0
2023_22,alpine,6,110.0,0,110.0
2023_22,williams,7,26.0,0,26.0
2023_22,haas,10,9.0,0,9.0
2023_22,alfa,9,16.0,0,16.0
2024_01,red_bull,0,0.0,0,0.0
2024_01,ferrari,0,0.0,0,0.0
2024_01,mercedes,0,0.0,0,0.0
2024_01,mclaren,0,0.0,0,0.0
2024_01,aston_martin,0,0.0,0,0.0
2024_01,sauber,0,0.0,0,0.0
2024_01,haas,0,0.0,0,0.0
2024_01,rb,0,0.0,0,0.0
2024_01,williams,0,0.0,0,0.0
2024_01,alpine,0,0.0,0,0.0
2024_02,red_bull,1,44.0,1,54.0
2024_02,ferrari,2,27.0,0,27.0
2024_02,mclaren,4,12.0,0,12.0
2024_02,aston_martin,5,3.0,0,3.0
2024_02,mercedes,3,16.0,0,16.0
2024_02,haas,7,0.0,0,0.0
2024_02,williams,10,0.0,0,0.0
2024_02,alpine,6,0.0,0,0.0
2024_02,rb,8,0.0,0,0.0
2024_02,sauber,9,0.0,0,0.0
2024_03,ferrari,2,49.0,0,49.0
2024_03,mclaren,3,28.0,0,28.0
2024_03,red_bull,1,87.0,2,107.0
2024_03,aston_martin,5,13.0,0,13.0
2024_03,rb,8,0.0,0,0.0
2024_03,haas,6,1.0,0,1.0
2024_03,williams,10,0.0,0,0.0
2024_03,alpine,7,0.0,0,0.0
2024_03,sauber,9,0.0,0,0.0
2024_03,mercedes,4,26.0,0,26.0
2024_04,red_bull,1,97.0,2,117.0
2024_04,ferrari,2,93.0,1,103.0
2024_04,mclaren,3,55.0,0,55.0
2024_04,aston_martin,5,25.0,0,25.0
2024_04,mercedes,4,26.0,0,26.0
2024_04,rb,6,6.0,0,6.0
2024_04,haas,7,4.0,0,4.0
2024_04,sauber,9,0.0,0,0.0
2024_04,alpine,8,0.0,0,0.0
2024_04,williams,10,0.0,0,0.0
2024_05,red_bull,1,141.0,3,171.0
2024_05,mclaren,3,69.0,0,69.0
2024_05,ferrari,2,120.0,1,130.0
2024_05,mercedes,4,34.0,0,34.0
2024_05,aston_martin,5,33.0,0,33.0
2024_05,haas,7,4.0,0,4.0
2024_05,alpine,8,0.0,0,0.0
2024_05,williams,10,0.0,0,0.0
2024_05,sauber,9,0.0,0,0.0
2024_05,rb,6,7.0,0,7.0
2024_06,mclaren,3,91.0,0,91.0
2024_06,red_bull,1,181.0,4,221.0
2024_06,ferrari,2,142.0,1,152.0
2024_06,mercedes,4,44.0,0,44.0
2024_06,rb,6,7.0,0,7.0
2024_06,aston_martin,5,40.0,0,40.0
2024_06,alpine,8,0.0,0,0.0
2024_06,haas,7,5.0,0,5.0
2024_06,sauber,9,0.0,0,0.0
2024_06,williams,10,0.0,0,0.0
2024_07,red_bull,1,211.0,4,251.0
2024_07,mclaren,3,116.0,1,126.0
2024_07,ferrari,2,167.0,1,177.0
2024_07,mercedes,4,56.0,0,56.0
2024_07,aston_martin,5,42.0,0,42.0
2024_07,rb,6,13.0,0,13.0
2024_07,haas,7,5.0,0,5.0
2024_07,alpine,8,1.0,0,1.0
2024_07,sauber,9,0.0,0,0.0
2024_07,williams,10,0.0,0,0.0
2024_08,ferrari,2,192.0,1,202.0
2024_08,mclaren,3,146.0,1,156.0
2024_08,mercedes,4,71.0,0,71.0
2024_08,red_bull,1,240.0,5,290.0
2024_08,rb,6,14.0,0,14.0
2024_08,williams,10,0.0,0,0.0
2024_08,alpine,8,1.0,0,1.0
2024_08,aston_martin,5,44.0,0,44.0
2024_08,sauber,9,0.0,0,0.0
2024_08,haas,7,5.0,0,5.0
2024_09,red_bull,1,248.0,5,298.0
2024_09,mclaren,3,176.0,1,186.0
2024_09,mercedes,4,88.0,0,88.0
2024_09,aston_martin,5,44.0,0,44.0
2024_09,rb,6,18.0,0,18.0
2024_09,alpine,8,2.0,0,2.0
2024_09,haas,7,5.0,0,5.0
2024_09,sauber,10,0.0,0,0.0
2024_09,ferrari,2,232.0,2,252.0
2024_09,williams,9,2.0,0,2.0
2024_10,red_bull,1,273.0,6,333.0
2024_10,mclaren,3,204.0,1,214.0
2024_10,mercedes,4,116.0,0,116.0
2024_10,ferrari,2,232.0,2,252.0
2024_10,alpine,7,5.0,0,5.0
2024_10,haas,8,5.0,0,5.0
2024_10,aston_martin,5,58.0,0,58.0
2024_10,sauber,10,0.0,0,0.0
2024_10,rb,6,22.0,0,22.0
2024_10,williams,9,2.0,0,2.0
2024_11,mercedes,4,143.0,0,143.0
2024_11,mclaren,3,229.0,1,239.0
2024_11,ferrari,2,250.0,2,270.0
2024_11,red_bull,1,302.0,7,372.0
2024_11,haas,8,5.0,0,5.0
2024_11,rb,6,22.0,0,22.0
2024_11,alpine,7,8.0,0,8.0
2024_11,aston_martin,5,58.0,0,58.0
2024_11,williams,9,2.0,0,2.0
2024_11,sauber,10,0.0,0,0.0
2024_12,mercedes,4,180.0,1,190.0
2024_12,red_bull,1,318.0,7,388.0
2024_12,mclaren,3,247.0,1,257.0
2024_12,ferrari,2,265.0,2,285.0
2024_12,haas,7,17.0,0,17.0
2024_12,aston_martin,5,58.0,0,58.0
2024_12,williams,9,2.0,0,2.0
2024_12,rb,6,24.0,0,24.0
2024_12,sauber,10,0.0,0,0.0
2024_12,alpine,8,9.0,0,9.0
2024_13,mclaren,3,274.0,1,284.0
2024_13,mercedes,4,205.0,2,225.0
2024_13,ferrari,2,276.0,2,296.0
2024_13,red_bull,1,336.0,7,406.0
2024_13,rb,7,25.0,0,25.0
2024_13,aston_martin,5,68.0,0,68.0
2024_13,haas,6,25.0,0,25.0
2024_13,williams,9,4.0,0,4.0
2024_13,sauber,10,0.0,0,0.0
2024_13,alpine,8,9.0,0,9.0
2024_14,mercedes,4,225.0,2,245.0
2024_14,mclaren,2,317.0,2,337.0
2024_14,ferrari,3,296.0,2,316.0
2024_14,red_bull,1,352.0,7,422.0
2024_14,aston_martin,5,69.0,0,69.0
2024_14,alpine,8,9.0,0,9.0
2024_14,rb,6,27.0,0,27.0
2024_14,williams,9,4.0,0,4.0
2024_14,haas,7,25.0,0,25.0
2024_14,sauber,10,0.0,0,0.0
2024_15,mclaren,2,345.0,2,365.0
2024_15,red_bull,1,371.0,7,441.0
2024_15,ferrari,3,319.0,2,339.0
2024_15,mercedes,4,250.0,3,280.0
2024_15,alpine,8,11.0,0,11.0
2024_15,aston_martin,5,73.0,0,73.0
2024_15,haas,7,25.0,0,25.0
2024_15,rb,6,28.0,0,28.0
2024_15,williams,9,4.0,0,4.0
2024_15,sauber,10,0.0,0,0.0
2024_16,ferrari,3,344.0,2,364.0
2024_16,mclaren,2,383.0,3,413.0
2024_16,mercedes,4,260.0,3,290.0
2024_16,red_bull,1,397.0,7,467.0
2024_16,williams,9,4.0,0,4.0
2024_16,haas,7,25.0,0,25.0
2024_16,aston_martin,5,74.0,0,74.0
2024_16,rb,6,28.0,0,28.0
2024_16,alpine,8,13.0,0,13.0
2024_16,sauber,10,0.0,0,0.0
2024_17,mclaren,1,417.0,3,447.0
2024_17,ferrari,3,381.0,3,411.0
2024_17,mercedes,4,276.0,3,306.0
2024_17,red_bull,2,409.0,7,479.0
2024_17,aston_martin,5,74.0,0,74.0
2024_17,williams,9,6.0,0,6.0
2024_17,haas,7,26.0,0,26.0
2024_17,alpine,8,13.0,0,13.0
2024_17,rb,6,28.0,0,28.0
2024_17,sauber,10,0.0,0,0.0
2024_18,mclaren,1,455.0,4,495.0
2024_18,red_bull,2,419.0,7,489.0
2024_18,mercedes,4,293.0,3,323.0
2024_18,ferrari,3,399.0,3,429.0
2024_18,aston_martin,5,82.0,0,82.0
2024_18,haas,7,27.0,0,27.0
2024_18,williams,8,16.0,0,16.0
2024_18,rb,6,28.0,0,28.0
2024_18,alpine,9,13.0,0,13.0
2024_18,sauber,10,0.0,0,0.0
2024_19,ferrari,3,415.0,3,445.0
2024_19,red_bull,2,438.0,7,508.0
2024_19,mclaren,1,495.0,5,545.0
2024_19,mercedes,4,313.0,3,343.0
2024_19,haas,6,29.0,0,29.0
2024_19,rb,7,28.0,0,28.0
2024_19,williams,8,16.0,0,16.0
2024_19,alpine,9,13.0,0,13.0
2024_19,aston_martin,5,86.0,0,86.0
2024_19,sauber,10,0.0,0,0.0
2024_20,ferrari,3,458.0,4,498.0
2024_20,mclaren,1,517.0,5,567.0
2024_20,mercedes,4,321.0,3,351.0
2024_20,red_bull,2,459.0,7,529.0
2024_20,haas,6,33.0,0,33.0
2024_20,alpine,9,13.0,0,13.0
2024_20,aston_martin,5,86.0,0,86.0
2024_20,williams,8,17.0,0,17.0
2024_20,sauber,10,0.0,0,0.0
2024_20,rb,7,30.0,0,30.0
2024_21,red_bull,3,467.0,7,537.0
2024_21,alpine,9,14.0,0,14.0
2024_21,mercedes,4,343.0,3,373.0
2024_21,ferrari,2,499.0,5,549.0
2024_21,mclaren,1,539.0,5,589.0
2024_21,rb,7,30.0,0,30.0
2024_21,haas,6,41.0,0,41.0
2024_21,sauber,10,0.0,0,0.0
2024_21,aston_martin,5,86.0,0,86.0
2024_21,williams,8,17.0,0,17.0
2024_22,mercedes,4,356.0,3,386.0
2024_22,ferrari,2,509.0,5,559.0
2024_22,red_bull,3,493.0,8,573.0
2024_22,mclaren,1,551.0,5,601.0
2024_22,haas,7,41.0,0,41.0
2024_22,rb,8,38.0,0,38.0
2024_22,aston_martin,5,86.0,0,86.0
2024_22,sauber,10,0.0,0,0.0
2024_22,williams,9,17.0,0,17.0
2024_22,alpine,6,47.0,0,47.0
2024_23,red_bull,3,504.0,8,584.0
2024_23,ferrari,2,536.0,5,586.0
2024_23,mclaren,1,566.0,5,616.0
2024_23,mercedes,4,399.0,4,439.0
2024_23,alpine,6,47.0,0,47.0
2024_23,aston_martin,5,86.0,0,86.0
2024_23,sauber,10,0.0,0,0.0
2024_23,haas,7,45.0,0,45.0
2024_23,rb,8,40.0,0,40.0
2024_23,williams,9,17.0,0,17.0
2024_24,mclaren,1,583.0,5,633.0
2024_24,ferrari,2,562.0,5,612.0
2024_24,mercedes,4,411.0,4,451.0
2024_24,red_bull,3,529.0,9,619.0
2024_24,alpine,6,57.0,0,57.0
2024_24,haas,7,47.0,0,47.0
2024_24,aston_martin,5,92.0,0,92.0
2024_24,williams,9,17.0,0,17.0
2024_24,rb,8,40.0,0,40.0
2024_24,sauber,10,4.0,0,4.0
2025_01,mclaren,0,0.0,0,0.0
2025_01,red_bull,0,0.0,0,0.0
2025_01,mercedes,0,0.0,0,0.0
2025_01,williams,0,0.0,0,0.0
2025_01,aston_martin,0,0.0,0,0.0
2025_01,sauber,0,0.0,0,0.0
2025_01,ferrari,0,0.0,0,0.0
2025_01,alpine,0,0.0,0,0.0
2025_01,rb,0,0.0,0,0.0
2025_01,haas,0,0.0,0,0.0
2025_02,mclaren,1,27.0,1,37.0
2025_02,mercedes,2,27.0,0,27.0
2025_02,red_bull,3,18.0,0,18.0
2025_02,haas,9,0.0,0,0.0
2025_02,williams,4,10.0,0,10.0
2025_02,aston_martin,5,8.0,0,8.0
2025_02,rb,10,0.0,0,0.0
2025_02,alpine,8,0.0,0,0.0
2025_02,sauber,6,6.0,0,6.0
2025_02,ferrari,7,5.0,0,5.0
2025_03,red_bull,3,30.0,0,30.0
2025_03,mclaren,1,70.0,2,90.0
2025_03,ferrari,8,5.0,0,5.0
2025_03,mercedes,2,50.0,0,50.0
2025_03,rb,10,0.0,0,0.0
2025_03,williams,4,17.0,0,17.0
2025_03,haas,5,14.0,0,14.0
2025_03,aston_martin,6,10.0,0,10.0
2025_03,alpine,9,0.0,0,0.0
2025_03,sauber,7,6.0,0,6.0
2025_04,mclaren,1,103.0,2,123.0
2025_04,mercedes,2,68.0,0,68.0
2025_04,ferrari,4,23.0,0,23.0
2025_04,red_bull,3,55.0,1,65.0
2025_04,alpine,10,0.0,0,0.0
2025_04,haas,6,15.0,0,15.0
2025_04,williams,5,19.0,0,19.0
2025_04,rb,9,4.0,0,4.0
2025_04,aston_martin,7,10.0,0,10.0
2025_04,sauber,8,6.0,0,6.0
2025_05,mclaren,1,143.0,3,173.0
2025_05,red_bull,3,65.0,1,75.0
2025_05,ferrari,4,45.0,0,45.0
2025_05,mercedes,2,86.0,0,86.0
2025_05,williams,6,19.0,0,19.0
2025_05,rb,10,4.0,0,4.0
2025_05,aston_martin,7,10.0,0,10.0
2025_05,haas,5,20.0,0,20.0
2025_05,sauber,9,6.0,0,6.0
2025_05,alpine,8,6.0,0,6.0
2025_06,mclaren,1,180.0,4,220.0
2025_06,mercedes,2,104.0,0,104.0
2025_06,red_bull,3,83.0,1,93.0
2025_06,williams,5,25.0,0,25.0
2025_06,ferrari,4,66.0,0,66.0
2025_06,rb,10,5.0,0,5.0
2025_06,haas,6,20.0,0,20.0
2025_06,alpine,8,6.0,0,6.0
2025_06,sauber,9,6.0,0,6.0
2025_06,aston_martin,7,10.0,0,10.0
2025_07,red_bull,3,96.0,1,106.0
2025_07,mclaren,1,223.0,5,273.0
2025_07,ferrari,4,76.0,0,76.0
2025_07,williams,5,37.0,0,37.0
2025_07,mercedes,2,127.0,0,127.0
2025_07,rb,10,5.0,0,5.0
2025_07,aston_martin,7,10.0,0,10.0
2025_07,sauber,9,6.0,0,6.0
2025_07,alpine,8,6.0,0,6.0
2025_07,haas,6,20.0,0,20.0
2025_08,mclaren,1,256.0,5,306.0
2025_08,ferrari,4,96.0,0,96.0
2025_08,red_bull,3,122.0,2,142.0
2025_08,rb,8,7.0,0,7.0
2025_08,haas,6,20.0,0,20.0
2025_08,williams,5,51.0,0,51.0
2025_08,mercedes,2,133.0,0,133.0
2025_08,alpine,9,6.0,0,6.0
2025_08,sauber,10,6.0,0,6.0
2025_08,aston_martin,7,10.0,0,10.0
2025_09,mclaren,1,296.0,6,356.0
2025_09,ferrari,4,124.0,0,124.0
2025_09,mercedes,3,133.0,0,133.0
2025_09,sauber,10,6.0,0,6.0
2025_09,rb,7,19.0,0,19.0
2025_09,alpine,9,6.0,0,6.0
2025_09,aston_martin,8,10.0,0,10.0
2025_09,red_bull,2,134.0,2,154.0
2025_09,williams,5,54.0,0,54.0
2025_09,haas,6,26.0,0,26.0
2025_10,mercedes,3,145.0,0,145.0
2025_10,red_bull,4,135.0,2,155.0
2025_10,mclaren,1,339.0,7,409.0
2025_10,ferrari,2,147.0,0,147.0
2025_10,aston_martin,9,12.0,0,12.0
2025_10,sauber,8,16.0,0,16.0
2025_10,haas,6,26.0,0,26.0
2025_10,williams,5,54.0,0,54.0
2025_10,alpine,10,10.0,0,10.0
2025_10,rb,7,25.0,0,25.0
2025_11,mclaren,1,351.0,7,421.0
2025_11,ferrari,3,165.0,0,165.0
2025_11,mercedes,2,185.0,1,195.0
2025_11,rb,7,25.0,0,25.0
2025_11,aston_martin,9,18.0,0,18.0
2025_11,sauber,8,20.0,0,20.0
2025_11,haas,6,28.0,0,28.0
2025_11,alpine,10,10.0,0,10.0
2025_11,red_bull,4,153.0,2,173.0
2025_11,williams,5,55.0,0,55.0
2025_12,mclaren,1,394.0,8,474.0
2025_12,sauber,8,26.0,0,26.0
2025_12,ferrari,3,192.0,0,192.0
2025_12,red_bull,4,153.0,2,173.0
2025_12,alpine,10,10.0,0,10.0
2025_12,aston_martin,9,24.0,0,24.0
2025_12,williams,5,55.0,0,55.0
2025_12,mercedes,2,195.0,1,205.0
2025_12,haas,7,29.0,0,29.0
2025_12,rb,6,33.0,0,33.0
2025_13,mclaren,1,437.0,9,527.0
2025_13,ferrari,2,204.0,0,204.0
2025_13,red_bull,4,163.0,2,183.0
2025_13,mercedes,3,196.0,1,206.0
2025_13,williams,5,59.0,0,59.0
2025_13,rb,7,33.0,0,33.0
2025_13,sauber,6,41.0,0,41.0
2025_13,alpine,10,18.0,0,18.0
2025_13,haas,9,29.0,0,29.0
2025_13,aston_martin,8,32.0,0,32.0
2025_14,mclaren,1,480.0,10,580.0
2025_14,mercedes,3,206.0,1,216.0
2025_14,ferrari,2,225.0,0,225.0
2025_14,aston_martin,8,32.0,0,32.0
2025_14,sauber,6,43.0,0,43.0
2025_14,rb,7,37.0,0,37.0
2025_14,red_bull,4,175.0,2,195.0
2025_14,williams,5,67.0,0,67.0
2025_14,haas,9,29.0,0,29.0
2025_14,alpine,10,19.0,0,19.0
2025_15,mclaren,1,523.0,11,633.0
2025_15,red_bull,4,177.0,2,197.0
2025_15,rb,8,41.0,0,41.0
2025_15,mercedes,3,222.0,1,232.0
2025_15,williams,5,67.0,0,67.0
2025_15,haas,9,29.0,0,29.0
2025_15,aston_martin,7,48.0,0,48.0
2025_15,alpine,10,19.0,0,19.0
2025_15,sauber,6,51.0,0,51.0
2025_15,ferrari,2,237.0,0,237.0
2025_16,red_bull,4,197.0,2,217.0
2025_16,mclaren,1,548.0,12,668.0
2025_16,ferrari,2,237.0,0,237.0
2025_16,mercedes,3,234.0,1,244.0
2025_16,williams,5,77.0,0,77.0
2025_16,sauber,8,51.0,0,51.0
2025_16,rb,7,56.0,0,56.0
2025_16,haas,9,38.0,0,38.0
2025_16,alpine,10,19.0,0,19.0
2025_16,aston_martin,6,58.0,0,58.0
2025_17,red_bull,4,222.0,3,252.0
2025_17,mercedes,3,246.0,1,256.0
2025_17,williams,5,83.0,0,83.0
2025_17,rb,7,57.0,0,57.0
2025_17,mclaren,1,581.0,12,701.0
2025_17,ferrari,2,257.0,0,257.0
2025_17,sauber,8,55.0,0,55.0
2025_17,haas,9,38.0,0,38.0
2025_17,aston_martin,6,58.0,0,58.0
2025_17,alpine,10,19.0,0,19.0
2025_18,mercedes,2,276.0,1,286.0
2025_18,red_bull,4,255.0,4,295.0
2025_18,mclaren,1,587.0,12,707.0
2025_18,ferrari,3,263.0,0,263.0
2025_18,aston_martin,7,58.0,0,58.0
2025_18,haas,9,38.0,0,38.0
2025_18,williams,5,98.0,0,98.0
2025_18,rb,6,68.0,0,68.0
2025_18,alpine,10,19.0,0,19.0
2025_18,sauber,8,55.0,0,55.0
2025_19,red_bull,4,273.0,4,313.0
2025_19,mclaren,1,614.0,12,734.0
2025_19,ferrari,3,275.0,0,275.0
2025_19,mercedes,2,311.0,2,331.0
2025_19,sauber,8,55.0,0,55.0
2025_19,haas,9,40.0,0,40.0
2025_19,aston_martin,7,64.0,0,64.0
2025_19,rb,6,68.0,0,68.0
2025_19,williams,5,99.0,0,99.0
2025_19,alpine,10,19.0,0,19.0
2025_20,mclaren,1,642.0,12,762.0
2025_20,ferrari,4,302.0,0,302.0
2025_20,red_bull,3,304.0,5,354.0
2025_20,haas,9,42.0,0,42.0
2025_20,mercedes,2,319.0,2,339.0
2025_20,sauber,8,59.0,0,59.0
2025_20,williams,5,99.0,0,99.0
2025_20,rb,6,68.0,0,68.0
2025_20,aston_martin,7,65.0,0,65.0
2025_20,alpine,10,19.0,0,19.0
2025_21,mclaren,1,677.0,13,807.0
2025_21,mercedes,2,333.0,2,353.0
2025_21,red_bull,4,319.0,5,369.0
2025_21,haas,9,56.0,0,56.0
2025_21,rb,6,68.0,0,68.0
2025_21,sauber,8,60.0,0,60.0
2025_21,alpine,10,19.0,0,19.0
2025_21,williams,5,99.0,0,99.0
2025_21,aston_martin,7,65.0,0,65.0
2025_21,ferrari,3,324.0,0,324.0
2025_22,red_bull,3,334.0,5,384.0
2025_22,mercedes,2,363.0,2,383.0
2025_22,ferrari,4,324.0,0,324.0
2025_22,williams,5,99.0,0,99.0
2025_22,rb,6,78.0,0,78.0
2025_22,sauber,9,62.0,0,62.0
2025_22,haas,8,64.0,0,64.0
2025_22,aston_martin,7,65.0,0,65.0
2025_22,alpine,10,20.0,0,20.0
2025_22,mclaren,1,712.0,14,852.0
2025_23,red_bull,3,359.0,6,419.0
2025_23,mclaren,1,712.0,14,852.0
2025_23,williams,5,109.0,0,109.0
2025_23,mercedes,2,396.0,2,416.0
2025_23,aston_martin,9,65.0,0,65.0
2025_23,ferrari,4,340.0,0,340.0
2025_23,rb,6,86.0,0,86.0
2025_23,sauber,7,68.0,0,68.0
2025_23,alpine,10,20.0,0,20.0
2025_23,haas,8,67.0,0,67.0
2025_24,red_bull,3,385.0,7,455.0
2025_24,mclaren,1,742.0,14,882.0
2025_24,ferrari,4,344.0,0,344.0
2025_24,mercedes,2,414.0,2,434.0
2025_24,aston_martin,7,71.0,0,71.0
2025_24,haas,9,67.0,0,67.0
2025_24,sauber,8,68.0,0,68.0
2025_24,williams,5,124.0,0,124.0
2025_24,rb,6,88.0,0,88.0
2025_24,alpine,10,20.0,0,20.0
2026_01,mercedes,0,0.0,0,0.0
2026_01,ferrari,0,0.0,0,0.0
2026_01,mclaren,0,0.0,0,0.0
2026_01,red_bull,0,0.0,0,0.0
2026_01,haas,0,0.0,0,0.0
2026_01,rb,0,0.0,0,0.0
2026_01,audi,0,0.0,0,0.0
2026_01,alpine,0,0.0,0,0.0
2026_01,williams,0,0.0,0,0.0
2026_01,cadillac,0,0.0,0,0.0
2026_01,aston_martin,0,0.0,0,0.0
2026_02,mercedes,1,43.0,1,53.0
2026_02,ferrari,2,27.0,0,27.0
2026_02,haas,5,6.0,0,6.0
2026_02,alpine,8,1.0,0,1.0
2026_02,rb,6,4.0,0,4.0
2026_02,red_bull,4,8.0,0,8.0
2026_02,williams,11,0.0,0,0.0
2026_02,audi,7,2.0,0,2.0
2026_02,cadillac,10,0.0,0,0.0
2026_02,aston_martin,9,0.0,0,0.0
2026_02,mclaren,3,10.0,0,10.0
2026_03,mercedes,1,86.0,2,106.0
2026_03,mclaren,6,10.0,0,10.0
2026_03,ferrari,2,54.0,0,54.0
2026_03,alpine,5,10.0,0,10.0
2026_03,red_bull,4,12.0,0,12.0
2026_03,rb,7,10.0,0,10.0
2026_03,haas,3,16.0,0,16.0
2026_03,audi,8,2.0,0,2.0
2026_03,williams,9,2.0,0,2.0
2026_03,cadillac,11,0.0,0,0.0
2026_03,aston_martin,10,0.0,0,0.0
2026_04,mercedes,1,123.0,3,153.0
2026_04,mclaren,3,38.0,0,38.0
2026_04,red_bull,6,16.0,0,16.0
2026_04,ferrari,2,77.0,0,77.0
2026_04,alpine,5,16.0,0,16.0
